site_nr,plot_nr,date,site_cat,plot_rep,avg_height,sp_common,sp_latin,sp_comments,sp_group
27,80,18/8/22,1N,2,3.9,lesser sulphur cup lichen,Cladonia deformis,,lichen
27,80,18/8/22,1N,2,3.9,arctic starflower,Lysimachia europaea,,herb
27,80,18/8/22,1N,2,3.9,goldenrod,Solidago virgaurea ssp. lapponica,,herb
27,80,18/8/22,1N,2,3.9,,Bryum pseudotriquetrum,very very short ,moss
27,80,18/8/22,1N,2,3.9,broom forkmoss,Dicranum scoparium,,moss
27,80,18/8/22,1N,2,3.9,pebbled cup lichen,Cladonia pyxidata,,lichen
27,80,18/8/22,1N,2,3.9,highland rush,Juncus trifidus,,grass
27,80,18/8/22,1N,2,3.9,finger cup lichen,Cladonia digitata,,lichen
27,80,18/8/22,1N,2,3.9,sheathed sedge,Carex vaginata,,grass
27,81,18/8/22,1N,3,3,blueberry,Vaccinium myrtillus,,shrub
27,81,18/8/22,1N,3,3,matgrass,Nardus stricta,from plot nr 79,grass
27,81,18/8/22,1N,3,3,purple mountain heather,Phyllodoce caerulea,,shrub
27,81,18/8/22,1N,3,3,bog bilberry,Vaccinium uliginosum,,shrub
27,81,18/8/22,1N,3,3,lingonberry,Vaccinium vitis-idaea,,shrub
27,81,18/8/22,1N,3,3,dwarf willow,Salix herbacea,,shrub
27,81,18/8/22,1N,3,3,wavy hair-grass,Deschampsia flexuosa,,grass
27,81,18/8/22,1N,3,3,highland rush,Juncus trifidus,,grass
27,81,18/8/22,1N,3,3,reindeer lichen ,Cladonia rangiferina,,lichen
27,81,18/8/22,1N,3,3,,Bryum pseudotriquetrum,"very short, lighter at top",moss
27,81,18/8/22,1N,3,3,snow lichen,Stereocaulon sp.,,lichen
27,81,18/8/22,1N,3,3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
27,81,18/8/22,1N,3,3,alpine clubmoss,Lycopodium alpinum,,herb
27,81,18/8/22,1N,3,3,goldenrod,Solidago virgaurea ssp. lapponica,,herb
27,81,18/8/22,1N,3,3,,Tritomaria quinquedentata,,moss
27,81,18/8/22,1N,3,3,common haircap moss,Polytrichum commune,,moss
27,81,18/8/22,1N,3,3,broom forkmoss,Dicranum scoparium,,moss
27,81,18/8/22,1N,3,3,hawkweed,Pilocella sp. ,,herb
27,81,18/8/22,1N,3,3,finger cup lichen,Cladonia digitata,,lichen
27,81,18/8/22,1N,3,3,arctic haircap moss,Polytrichum hyperboreum,,moss
27,81,18/8/22,1N,3,3,arctic starflower,Lysimachia europaea,,herb
28,82,18/8/22,4N,1,2.8,blueberry,Vaccinium myrtillus,,shrub
28,82,18/8/22,4N,1,2.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
28,82,18/8/22,4N,1,2.8,hawkweed,Pilocella sp. ,,herb
28,82,18/8/22,4N,1,2.8,finger cup lichen,Cladonia digitata,,lichen
28,82,18/8/22,4N,1,2.8,bog bilberry,Vaccinium uliginosum,,shrub
28,82,18/8/22,4N,1,2.8,common haircap moss,Polytrichum commune,,moss
28,82,18/8/22,4N,1,2.8,arctic haircap moss,Polytrichum hyperboreum,,moss
28,82,18/8/22,4N,1,2.8,lingonberry,Vaccinium vitis-idaea,,shrub
28,82,18/8/22,4N,1,2.8,broom forkmoss,Dicranum scoparium,,moss
28,82,18/8/22,4N,1,2.8,,Tritomaria quinquedentata,,moss
28,82,18/8/22,4N,1,2.8,purple mountain heather,Phyllodoce caerulea,,shrub
28,82,18/8/22,4N,1,2.8,alpine clubmoss,Lycopodium alpinum,,herb
28,82,18/8/22,4N,1,2.8,highland rush,Juncus trifidus,,grass
28,82,18/8/22,4N,1,2.8,wavy hair-grass,Deschampsia flexuosa,,grass
28,82,18/8/22,4N,1,2.8,reindeer lichen ,Cladonia rangiferina,,lichen
28,82,18/8/22,4N,1,2.8,snow lichen,Stereocaulon sp.,,lichen
28,82,18/8/22,4N,1,2.8,arctic starflower,Lysimachia europaea,,shrub
28,82,18/8/22,4N,1,2.8,pebbled cup lichen,Cladonia pyxidata,,lichen
28,82,18/8/22,4N,1,2.8,Bigelow's sedge,Carex bigelowii,,grass
28,82,18/8/22,4N,1,2.8,alpine kidney lichen,Nephroma expallidum,,lichen
28,83,18/8/22,4N,2,4.6,matgrass,Nardus stricta,from plot nr 79,grass
28,83,18/8/22,4N,2,4.6,wavy hair-grass,Deschampsia flexuosa,,grass
28,83,18/8/22,4N,2,4.6,hawkweed,Pilocella sp. ,,herb
28,83,18/8/22,4N,2,4.6,Bigelow's sedge,Carex bigelowii,,grass
28,83,18/8/22,4N,2,4.6,alpine rush,Juncus alpinoarticulatus ssp. alpestris,,grass
28,83,18/8/22,4N,2,4.6,blueberry,Vaccinium myrtillus,,shrub
28,83,18/8/22,4N,2,4.6,alpine clubmoss,Lycopodium alpinum,,herb
28,83,18/8/22,4N,2,4.6,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
28,83,18/8/22,4N,2,4.6,common haircap moss,Polytrichum commune,,moss
28,83,18/8/22,4N,2,4.6,,Tritomaria quinquedentata,"big tuff, larger, mats of it",moss
28,83,18/8/22,4N,2,4.6,reindeer lichen ,Cladonia rangiferina,,lichen
28,83,18/8/22,4N,2,4.6,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
28,83,18/8/22,4N,2,4.6,snow lichen,Stereocaulon sp.,,lichen
28,83,18/8/22,4N,2,4.6,goldenrod,Solidago virgaurea ssp. lapponica,,herb
28,83,18/8/22,4N,2,4.6,broom forkmoss,Dicranum scoparium,,moss
28,83,18/8/22,4N,2,4.6,arctic haircap moss,Polytrichum hyperboreum,,moss
28,83,18/8/22,4N,2,4.6,arctic starflower,Lysimachia europaea,,herb
28,83,18/8/22,4N,2,4.6,lesser sulphur cup lichen,Cladonia deformis,,lichen
28,84,18/8/22,4N,3,5.8,matgrass,Nardus stricta,from plot nr 79,grass
28,84,18/8/22,4N,3,5.8,alpine rush,Juncus alpinoarticulatus ssp. alpestris,,grass
28,84,18/8/22,4N,3,5.8,dwarf birch,Betula nana,,shrub
28,84,18/8/22,4N,3,5.8,blueberry,Vaccinium myrtillus,,shrub
28,84,18/8/22,4N,3,5.8,highland rush,Juncus trifidus,,grass
28,84,18/8/22,4N,3,5.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
28,84,18/8/22,4N,3,5.8,hawkweed,Pilocella sp. ,,herb
28,84,18/8/22,4N,3,5.8,lingonberry,Vaccinium vitis-idaea,,shrub
28,84,18/8/22,4N,3,5.8,common haircap moss,Polytrichum commune,,moss
28,84,18/8/22,4N,3,5.8,arctic haircap moss,Polytrichum hyperboreum,,moss
28,84,18/8/22,4N,3,5.8,arctic starflower,Lysimachia europaea,,herb
28,84,18/8/22,4N,3,5.8,bog bilberry,Vaccinium uliginosum,,shrub
28,84,18/8/22,4N,3,5.8,dwarf willow,Salix herbacea,,shrub
28,84,18/8/22,4N,3,5.8,broom forkmoss,Dicranum scoparium,,moss
28,84,18/8/22,4N,3,5.8,alpine kidney lichen,Nephroma expallidum,,lichen
28,84,18/8/22,4N,3,5.8,snow lichen,Stereocaulon sp.,,lichen
28,84,18/8/22,4N,3,5.8,alpine clubmoss,Lycopodium alpinum,,herb
28,84,18/8/22,4N,3,5.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
28,84,18/8/22,4N,3,5.8,wavy hair-grass,Deschampsia flexuosa,,grass
28,84,18/8/22,4N,3,5.8,,Anthoxanthum nipponicum,,grass
28,84,18/8/22,4N,3,5.8,sheep's fescue,Festuca ovina,"from plot nr 76, or Calamagrostis lapponica",grass
28,84,18/8/22,4N,3,5.8,Bigelow's sedge,Carex bigelowii,,grass
28,84,18/8/22,4N,3,5.8,,Bryum pseudotriquetrum,,moss
28,84,18/8/22,4N,3,5.8,,Tritomaria quinquedentata,big tuff/ mats again,moss
28,84,18/8/22,4N,3,5.8,finger cup lichen,Cladonia digitata,,lichen
29,85,19/8/22,4N,1,1.9,highland rush,Juncus trifidus,,grass
29,85,19/8/22,4N,1,1.9,blueberry,Vaccinium myrtillus,,shrub
29,85,19/8/22,4N,1,1.9,purple mountain heather,Phyllodoce caerulea,,shrub
29,85,19/8/22,4N,1,1.9,lingonberry,Vaccinium vitis-idaea,,shrub
29,85,19/8/22,4N,1,1.9,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
29,85,19/8/22,4N,1,1.9,reindeer lichen ,Cladonia rangiferina,,lichen
29,85,19/8/22,4N,1,1.9,snow lichen,Stereocaulon sp.,,lichen
29,85,19/8/22,4N,1,1.9,broom forkmoss,Dicranum scoparium,,moss
29,85,19/8/22,4N,1,1.9,finger cup lichen,Cladonia digitata,,lichen
29,85,19/8/22,4N,1,1.9,arctic haircap moss,Polytrichum hyperboreum,,moss
29,85,19/8/22,4N,1,1.9,ciliated fringewort,Ptilidium ciliare,"slightly spikey/ hairy, thought it was Madopleca/Porella platyphylla at first",moss
29,85,19/8/22,4N,1,1.9,candy lichen,Icmadophila ericetorum,"peach/ pink growths, see photo",lichen
29,86,19/8/22,4N,2,2.2,arctic haircap moss,Polytrichum hyperboreum,,moss
29,86,19/8/22,4N,2,2.2,lingonberry,Vaccinium vitis-idaea,,shrub
29,86,19/8/22,4N,2,2.2,dwarf willow,Salix herbacea,,shrub
29,86,19/8/22,4N,2,2.2,reindeer lichen ,Cladonia rangiferina,,lichen
29,86,19/8/22,4N,2,2.2,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
29,86,19/8/22,4N,2,2.2,purple mountain heather,Phyllodoce caerulea,,shrub
29,86,19/8/22,4N,2,2.2,snow lichen,Stereocaulon sp.,,lichen
29,86,19/8/22,4N,2,2.2,finger cup lichen,Cladonia digitata,,lichen
29,86,19/8/22,4N,2,2.2,arctic saucer lichen,Ochrolechia frigida,"white grey like in plot nr 61, see photo, could be same as the one with peach growths (also found in the plot)",lichen
29,86,19/8/22,4N,2,2.2,candy lichen,Icmadophila ericetorum,potentially dibaeis,lichen
29,86,19/8/22,4N,2,2.2,crinkled snow lichen,Flavocetraria nivalis,,lichen
29,86,19/8/22,4N,2,2.2,highland rush,Juncus trifidus,,grass
29,86,19/8/22,4N,2,2.2,stiff clubmoss,Lycopodium annotinum,,herb
29,87,19/8/22,4N,3,4,highland rush,Juncus trifidus,,grass
29,87,19/8/22,4N,3,4,purple mountain heather,Phyllodoce caerulea,,shrub
29,87,19/8/22,4N,3,4,reindeer lichen ,Cladonia rangiferina,,lichen
29,87,19/8/22,4N,3,4,lingonberry,Vaccinium vitis-idaea,,shrub
29,87,19/8/22,4N,3,4,blueberry,Vaccinium myrtillus,,shrub
29,87,19/8/22,4N,3,4,stiff clubmoss,Lycopodium annotinum,could be moss bell heather ,herb
29,87,19/8/22,4N,3,4,dwarf willow,Salix herbacea,,shrub
29,87,19/8/22,4N,3,4,finger cup lichen,Cladonia digitata,,lichen
29,87,19/8/22,4N,3,4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
29,87,19/8/22,4N,3,4,pebbled cup lichen,Cladonia pyxidata,,lichen
29,87,19/8/22,4N,3,4,snow lichen,Stereocaulon sp.,,lichen
29,87,19/8/22,4N,3,4,crinkled snow lichen,Flavocetraria nivalis,,lichen
29,87,19/8/22,4N,3,4,arctic haircap moss,Polytrichum hyperboreum,,moss
29,87,19/8/22,4N,3,4,broom forkmoss,Dicranum scoparium,very short though,moss
29,87,19/8/22,4N,3,4,moss bell heather,Harrimanella hypnoides,added in post,shrub
29,87,19/8/22,4N,3,4,,Barbilophozia kunzeana,very short,moss
30,88,19/8/22,3N,1,2.3,broom forkmoss,Dicranum scoparium,,moss
30,88,19/8/22,3N,1,2.3,purple mountain heather,Phyllodoce caerulea,,shrub
30,88,19/8/22,3N,1,2.3,dwarf birch,Betula nana,,shrub
30,88,19/8/22,3N,1,2.3,lingonberry,Vaccinium vitis-idaea,,shrub
30,88,19/8/22,3N,1,2.3,reindeer lichen ,Cladonia rangiferina,,lichen
30,88,19/8/22,3N,1,2.3,crinkled snow lichen,Flavocetraria nivalis,,lichen
30,88,19/8/22,3N,1,2.3,highland rush,Juncus trifidus,,grass
30,88,19/8/22,3N,1,2.3,arctic haircap moss,Polytrichum hyperboreum,grow in tiers,moss
30,88,19/8/22,3N,1,2.3,snow lichen,Stereocaulon sp.,,lichen
30,88,19/8/22,3N,1,2.3,,Tritomaria quinquedentata,,moss
30,88,19/8/22,3N,1,2.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
30,88,19/8/22,3N,1,2.3,finger cup lichen,Cladonia digitata,,lichen
30,88,19/8/22,3N,1,2.3,common haircap moss,Polytrichum commune,,moss
30,88,19/8/22,3N,1,2.3,pebbled cup lichen,Cladonia pyxidata,,lichen
30,88,19/8/22,3N,1,2.3,arctic saucer lichen,Ochrolechia frigida,bubbly but also orange growths,lichen
30,89,19/8/22,3N,2,3.4,common haircap moss,Polytrichum commune,,moss
30,89,19/8/22,3N,2,3.4,arctic haircap moss,Polytrichum hyperboreum,,moss
30,89,19/8/22,3N,2,3.4,dwarf birch,Betula nana,,shrub
30,89,19/8/22,3N,2,3.4,highland rush,Juncus trifidus,,grass
30,89,19/8/22,3N,2,3.4,reindeer lichen ,Cladonia rangiferina,,lichen
30,89,19/8/22,3N,2,3.4,crinkled snow lichen,Flavocetraria nivalis,,lichen
30,89,19/8/22,3N,2,3.4,snow lichen,Stereocaulon sp.,,lichen
30,89,19/8/22,3N,2,3.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
30,89,19/8/22,3N,2,3.4,broom forkmoss,Dicranum scoparium,long tuffs,moss
30,89,19/8/22,3N,2,3.4,lingonberry,Vaccinium vitis-idaea,,shrub
30,90,19/8/22,3N,3,1.3,dwarf birch,Betula nana,,shrub
30,90,19/8/22,3N,3,1.3,blueberry,Vaccinium myrtillus,,shrub
30,90,19/8/22,3N,3,1.3,lingonberry,Vaccinium vitis-idaea,,shrub
30,90,19/8/22,3N,3,1.3,reindeer lichen ,Cladonia rangiferina,,lichen
30,90,19/8/22,3N,3,1.3,snow lichen,Stereocaulon sp.,,lichen
30,90,19/8/22,3N,3,1.3,arctic haircap moss,Polytrichum hyperboreum,,moss
30,90,19/8/22,3N,3,1.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
30,90,19/8/22,3N,3,1.3,arctic starflower,Lysimachia europaea,,herb
30,90,19/8/22,3N,3,1.3,broom forkmoss,Dicranum scoparium,tuffs (large) and short,moss
30,90,19/8/22,3N,3,1.3,crinkled snow lichen,Flavocetraria nivalis,,lichen
30,90,19/8/22,3N,3,1.3,dwarf willow,Salix herbacea,,shrub
30,90,19/8/22,3N,3,1.3,highland rush,Juncus trifidus,,grass
30,90,19/8/22,3N,3,1.3,,Barbilophozia kunzeana,very tiny,moss
30,90,19/8/22,3N,3,1.3,lesser sulphur cup lichen,Cladonia deformis,,lichen
30,90,19/8/22,3N,3,1.3,wavy hair-grass,Deschampsia flexuosa,,grass
30,90,19/8/22,3N,3,1.3,candy lichen,Icmadophila ericetorum,"pink growth (not fully round), have had before, see photo, dibaeis?",lichen
31,91,19/8/22,2N,1,1,dwarf willow,Salix herbacea,unknown hairy plant,shrub
31,91,19/8/22,2N,1,1,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
31,91,19/8/22,2N,1,1,highland rush,Juncus trifidus,,grass
31,91,19/8/22,2N,1,1,purple moor-grass,Molinia caerulea,,grass
31,91,19/8/22,2N,1,1,arctic haircap moss,Polytrichum hyperboreum,"tiered again, very tall but tiny in width",moss
31,91,19/8/22,2N,1,1,stiff clubmoss,Lycopodium annotinum,could be the moss bell heather,herb
31,91,19/8/22,2N,1,1,moss bell heather,Harrimanella hypnoides,added in post,shrub
31,91,19/8/22,2N,1,1,lingonberry,Vaccinium vitis-idaea,,shrub
31,91,19/8/22,2N,1,1,reindeer lichen ,Cladonia rangiferina,,lichen
31,91,19/8/22,2N,1,1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
31,91,19/8/22,2N,1,1,finger cup lichen,Cladonia digitata,,lichen
31,91,19/8/22,2N,1,1,broom forkmoss,Dicranum scoparium,,moss
31,91,19/8/22,2N,1,1,candy lichen ,Icmadophila ericetorum,"pink growths on some white lichen, maybe Dibaeis",lichen
31,91,19/8/22,2N,1,1,hawkweed,Pilocella sp. ,,herb
31,91,19/8/22,2N,1,1,wavy hair-grass,Deschampsia flexuosa,,grass
31,91,19/8/22,2N,1,1,,Barbilophozia kunzeana,"very short, light at tips",moss
31,91,19/8/22,2N,1,1,Bigelow's sedge,Carex bigelowii,,grass
31,91,19/8/22,2N,1,1,pebbled cup lichen,Cladonia pyxidata,,lichen
31,91,19/8/22,2N,1,1,common haircap moss,Polytrichum commune,,moss
31,92,19/8/22,2N,2,0.8,dwarf willow,Salix herbacea,,shrub
31,92,19/8/22,2N,2,0.8,purple mountain heather,Phyllodoce caerulea,,shrub
31,92,19/8/22,2N,2,0.8,highland rush,Juncus trifidus,,grass
31,92,19/8/22,2N,2,0.8,hawkweed,Pilocella sp. ,,herb
31,92,19/8/22,2N,2,0.8,blueberry,Vaccinium myrtillus,,shrub
31,92,19/8/22,2N,2,0.8,goldenrod,Solidago virgaurea ssp. lapponica,,herb
31,92,19/8/22,2N,2,0.8,Bigelow's sedge,Carex bigelowii,,grass
31,92,19/8/22,2N,2,0.8,arctic starflower,Lysimachia europaea,,herb
31,92,19/8/22,2N,2,0.8,stiff clubmoss,Lycopodium annotinum,could be moss bell heather ,herb
31,92,19/8/22,2N,2,0.8,moss bell heather,Harrimanella hypnoides,added in post,shrub
31,92,19/8/22,2N,2,0.8,purple moor-grass,Molinia caerulea,,grass
31,92,19/8/22,2N,2,0.8,wavy hair-grass,Deschampsia flexuosa,,grass
31,92,19/8/22,2N,2,0.8,broom forkmoss,Dicranum scoparium,,moss
31,92,19/8/22,2N,2,0.8,,Tritomaria quinquedentata,,moss
31,92,19/8/22,2N,2,0.8,arctic haircap moss,Polytrichum hyperboreum,,moss
31,92,19/8/22,2N,2,0.8,reindeer lichen ,Cladonia rangiferina,,lichen
31,92,19/8/22,2N,2,0.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
31,92,19/8/22,2N,2,0.8,common haircap moss,Polytrichum commune,,moss
31,92,19/8/22,2N,2,0.8,finger cup lichen,Cladonia digitata,,lichen
31,92,19/8/22,2N,2,0.8,lesser sulphur cup lichen,Cladonia deformis,,lichen
31,93,19/8/22,2N,3,3.7,common haircap moss,Polytrichum commune,,moss
31,93,19/8/22,2N,3,3.7,arctic haircap moss,Polytrichum hyperboreum,,moss
31,93,19/8/22,2N,3,3.7,purple mountain heather,Phyllodoce caerulea,,shrub
31,93,19/8/22,2N,3,3.7,lingonberry,Vaccinium vitis-idaea,,shrub
31,93,19/8/22,2N,3,3.7,dwarf willow,Salix herbacea,,shrub
31,93,19/8/22,2N,3,3.7,hawkweed,Pilocella sp. ,,herb
31,93,19/8/22,2N,3,3.7,alpine clubmoss,Lycopodium alpinum,,herb
31,93,19/8/22,2N,3,3.7,goldenrod,Solidago virgaurea ssp. lapponica,,herb
31,93,19/8/22,2N,3,3.7,,Anthoxanthum nipponicum,"same as before, maybe calamagrostis",grass
31,93,19/8/22,2N,3,3.7,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
31,93,19/8/22,2N,3,3.7,finger cup lichen,Cladonia digitata,,lichen
31,93,19/8/22,2N,3,3.7,alpine bistort,Bistorta vivipara,,herb
31,93,19/8/22,2N,3,3.7,stiff clubmoss,Lycopodium annotinum,could be moss bell heather,herb
31,93,19/8/22,2N,3,3.7,moss bell heather,Harrimanella hypnoides,added in post,shrub
31,93,19/8/22,2N,3,3.7,broom forkmoss,Dicranum scoparium,,moss
31,93,19/8/22,2N,3,3.7,reindeer lichen ,Cladonia rangiferina,,lichen
31,93,19/8/22,2N,3,3.7,dwarf birch,Betula nana,,shrub
31,93,19/8/22,2N,3,3.7,highland rush,Juncus trifidus,,grass
31,93,19/8/22,2N,3,3.7,snow lichen,Stereocaulon sp.,,lichen
31,93,19/8/22,2N,3,3.7,wavy hair-grass,Deschampsia flexuosa,,grass
31,93,19/8/22,2N,3,3.7,,Tritomaria quinquedentata,,moss
31,93,19/8/22,2N,3,3.7,Bigelow's sedge,Carex bigelowii,,grass
31,93,19/8/22,2N,3,3.7,alpine arctic cudweed,Gnaphalium supinum,"silvery hairs/ threads underneath, small, see photo, could be fjällnoppa or Sagina cespitosa",herb
31,93,19/8/22,2N,3,3.7,pebbled cup lichen,Cladonia pyxidata,,lichen
32,94,19/8/22,1S,1,2.5,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
32,94,19/8/22,1S,1,2.5,dwarf birch,Betula nana,,shrub
32,94,19/8/22,1S,1,2.5,blueberry,Vaccinium myrtillus,,shrub
32,94,19/8/22,1S,1,2.5,lingonberry,Vaccinium vitis-idaea,,shrub
32,94,19/8/22,1S,1,2.5,arctic haircap moss,Polytrichum hyperboreum,,moss
32,94,19/8/22,1S,1,2.5,common haircap moss,Polytrichum commune,,moss
32,94,19/8/22,1S,1,2.5,reindeer lichen ,Cladonia rangiferina,,lichen
32,94,19/8/22,1S,1,2.5,crinkled snow lichen,Flavocetraria nivalis,,lichen
32,94,19/8/22,1S,1,2.5,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
32,94,19/8/22,1S,1,2.5,broom forkmoss,Dicranum scoparium,,moss
32,94,19/8/22,1S,1,2.5,,Tritomaria quinquedentata,,moss
32,94,19/8/22,1S,1,2.5,Bigelow's sedge,Carex bigelowii,,grass
32,94,19/8/22,1S,1,2.5,wavy hair-grass,Deschampsia flexuosa,,grass
32,95,19/8/22,1S,2,2.5,wavy hair-grass,Deschampsia flexuosa,,grass
32,95,19/8/22,1S,2,2.5,dwarf birch,Betula nana,,shrub
32,95,19/8/22,1S,2,2.5,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
32,95,19/8/22,1S,2,2.5,common haircap moss,Polytrichum commune,,moss
32,95,19/8/22,1S,2,2.5,reindeer lichen ,Cladonia rangiferina,,lichen
32,95,19/8/22,1S,2,2.5,crinkled snow lichen,Flavocetraria nivalis,,lichen
32,95,19/8/22,1S,2,2.5,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
32,95,19/8/22,1S,2,2.5,finger cup lichen,Cladonia digitata,,lichen
32,95,19/8/22,1S,2,2.5,blueberry,Vaccinium myrtillus,,shrub
32,95,19/8/22,1S,2,2.5,lingonberry,Vaccinium vitis-idaea,,shrub
32,95,19/8/22,1S,2,2.5,broom forkmoss,Dicranum scoparium,took new photos ,moss
32,95,19/8/22,1S,2,2.5,,Tritomaria quinquedentata,,moss
32,95,19/8/22,1S,2,2.5,arctic kidney lichen,Nephroma arcticum,norrlandslav,lichen
32,95,19/8/22,1S,2,2.5,Bigelow's sedge,Carex bigelowii,,grass
32,95,19/8/22,1S,2,2.5,snow lichen,Stereocaulon sp.,,lichen
32,95,19/8/22,1S,2,2.5,arctic haircap moss,Polytrichum hyperboreum,,moss
32,95,19/8/22,1S,2,2.5,bog bilberry,Vaccinium uliginosum,,shrub
32,95,19/8/22,1S,2,2.5,dwarf willow,Salix herbacea,,shrub
32,96,19/8/22,1S,3,2.7,dwarf willow,Salix herbacea,,shrub
32,96,19/8/22,1S,3,2.7,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
32,96,19/8/22,1S,3,2.7,highland rush,Juncus trifidus,,grass
32,96,19/8/22,1S,3,2.7,dwarf birch,Betula nana,,shrub
32,96,19/8/22,1S,3,2.7,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
32,96,19/8/22,1S,3,2.7,reindeer lichen ,Cladonia rangiferina,,lichen
32,96,19/8/22,1S,3,2.7,crinkled snow lichen,Flavocetraria nivalis,,lichen
32,96,19/8/22,1S,3,2.7,lingonberry,Vaccinium vitis-idaea,,shrub
32,96,19/8/22,1S,3,2.7,blueberry,Vaccinium myrtillus,,shrub
32,96,19/8/22,1S,3,2.7,purple mountain heather,Phyllodoce caerulea,,shrub
32,96,19/8/22,1S,3,2.7,arctic haircap moss,Polytrichum hyperboreum,,moss
32,96,19/8/22,1S,3,2.7,broom forkmoss,Dicranum scoparium,,moss
32,96,19/8/22,1S,3,2.7,common haircap moss,Polytrichum commune,,moss
32,96,19/8/22,1S,3,2.7,pebbled cup lichen,Cladonia pyxidata,,lichen
32,96,19/8/22,1S,3,2.7,lesser sulphur cup lichen,Cladonia deformis,,lichen
33,97,19/8/22,5S,1,3,highland rush,Juncus trifidus,,grass
33,97,19/8/22,5S,1,3,Bigelow's sedge,Carex bigelowii,,grass
33,97,19/8/22,5S,1,3,dwarf birch,Betula nana,,shrub
33,97,19/8/22,5S,1,3,blueberry,Vaccinium myrtillus,,shrub
33,97,19/8/22,5S,1,3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
33,97,19/8/22,5S,1,3,purple mountain heather,Phyllodoce caerulea,,shrub
33,97,19/8/22,5S,1,3,lingonberry,Vaccinium vitis-idaea,,shrub
33,97,19/8/22,5S,1,3,dwarf willow,Salix herbacea,hair everywhere,shrub
33,97,19/8/22,5S,1,3,snow lichen,Stereocaulon sp.,,lichen
33,97,19/8/22,5S,1,3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
33,97,19/8/22,5S,1,3,reindeer lichen ,Cladonia rangiferina,,lichen
33,97,19/8/22,5S,1,3,broom forkmoss,Dicranum scoparium,,moss
33,97,19/8/22,5S,1,3,common haircap moss,Polytrichum commune,,moss
33,97,19/8/22,5S,1,3,arctic haircap moss,Polytrichum hyperboreum,,moss
33,97,19/8/22,5S,1,3,lesser sulphur cup lichen,Cladonia deformis,,lichen
33,97,19/8/22,5S,1,3,arctic starflower,Lysimachia europaea,,herb
33,97,19/8/22,5S,1,3,alpine clubmoss,Lycopodium alpinum,,herb
33,97,19/8/22,5S,1,3,bog bilberry,Vaccinium uliginosum,,shrub
33,97,19/8/22,5S,1,3,hawkweed,Pilocella sp. ,,herb
33,98,19/8/22,5S,2,10.3,blueberry,Vaccinium myrtillus,,shrub
33,98,19/8/22,5S,2,10.3,lingonberry,Vaccinium vitis-idaea,,shrub
33,98,19/8/22,5S,2,10.3,dwarf birch,Betula nana,,shrub
33,98,19/8/22,5S,2,10.3,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
33,98,19/8/22,5S,2,10.3,reindeer lichen ,Cladonia rangiferina,,lichen
33,98,19/8/22,5S,2,10.3,purple mountain heather,Phyllodoce caerulea,,shrub
33,98,19/8/22,5S,2,10.3,snow lichen,Stereocaulon sp.,,lichen
33,98,19/8/22,5S,2,10.3,broom forkmoss,Dicranum scoparium,,moss
33,98,19/8/22,5S,2,10.3,,Barbilophozia kunzeana,big tuffs,moss
33,98,19/8/22,5S,2,10.3,Bigelow's sedge,Carex bigelowii,,grass
33,98,19/8/22,5S,2,10.3,ciliated fringewort,Ptilidium ciliare,"branched ones, Ptilidium ciliare?",moss
33,98,19/8/22,5S,2,10.3,,Tritomaria quinquedentata,larger liverworts,moss
33,98,19/8/22,5S,2,10.3,common haircap moss,Polytrichum commune,,moss
33,98,19/8/22,5S,2,10.3,alpine clubmoss,Lycopodium alpinum,,herb
33,98,19/8/22,5S,2,10.3,hawkweed,Pilocella sp. ,,herb
33,98,19/8/22,5S,2,10.3,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
33,98,19/8/22,5S,2,10.3,highland rush,Juncus trifidus,,grass
33,98,19/8/22,5S,2,10.3,arctic haircap moss,Polytrichum hyperboreum,,moss
33,98,19/8/22,5S,2,10.3,tussock grass,Deschampsia cespitosa,,grass
33,99,19/8/22,5S,3,7.4,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
